Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Patrik Laine,17.449637681159,0.9,0.9,58.54,6.13,14.63,0.38,11.96,5.38,0.9,2.69,1.12
Clayton Keller,16.658333333333,0.9,1.35,56.45,7.98,11.29,0.82,13.64,7.72,3.54,1.29,0.9
Jesse Puljujarvi,15.128181818182,1.08,0.72,48.08,8.29,13.04,1.04,12.91,8.73,4.98,7.28,1.44
Dillon Dube,13.63954248366,0.95,0.95,66.67,7.25,13.1,0.69,13.46,8.19,2.42,5.09,1.21
Sam Steel,14.518253968254,0.59,0.59,63.16,4.13,14.29,0.48,6.89,4.62,2.46,4.03,1.87
Max Jones,14.164492753623,0.64,0.37,47.83,7.09,9.09,0.76,12.25,8.01,4.42,9.21,1.01
Tyson Jost,14.112037037037,0.55,0.79,54.84,7.24,7.61,0.69,12.13,7.01,2.76,3.54,1.5
Jordan Kyrou,14.423939393939,1.06,1.59,76.09,7.41,14.29,0.77,12.93,9.08,3.48,0.53,0.98
Pierre-Luc Dubois,15.00615942029,0.78,1.04,58.33,6.61,11.84,0.65,11.39,7.65,2.69,5.13,2.26
Jesper Bratt,16.076086956522,0.57,1.87,73.17,8.19,6.93,0.82,14.69,7.14,2.92,2.52,1.46
Michael McLeod,13.813141025641,0.75,0.5,71.43,5.01,15.0,0.54,8.69,5.85,3.17,7.43,1.67
Janne Kuokkanen,14.774333333333,0.65,1.38,71.43,4.95,13.11,0.66,9.18,5.69,2.68,0.81,1.54
Brandon Hagel,13.915359477124,0.68,1.1,70.0,7.61,8.89,0.73,12.01,7.44,3.47,4.73,2.37
Dylan Gambrell,16.028571428571,0.38,0.53,54.55,3.67,10.42,0.45,7.41,5.27,2.37,5.88,4.13
Trevor Moore,14.537797619048,0.74,0.96,74.19,6.49,11.36,0.82,12.09,7.44,3.98,2.8,0.74
Zach Aston-Reese,14.622962962963,0.82,0.55,60.0,7.2,11.39,0.69,10.85,6.29,3.46,8.66,2.19
Nolan Patrick,13.277564102564,0.35,0.43,36.0,4.26,8.16,0.5,9.04,5.65,2.61,3.91,1.56
Kailer Yamamoto,16.358333333333,0.56,0.92,52.5,4.94,11.43,0.79,8.32,6.84,4.44,3.67,2.82
Casey Mittelstadt,15.882113821138,0.92,1.11,62.86,5.62,16.39,0.67,8.66,5.25,2.49,0.83,1.11
Gabriel Vilardi,14.751543209877,0.75,0.98,74.19,4.9,15.38,0.68,8.74,6.18,2.79,1.36,1.43
Nick Suzuki,18.181547619048,0.88,1.53,67.21,6.48,13.64,0.67,12.02,7.01,2.71,4.13,2.24
Jason Robertson,16.88660130719,1.18,1.95,72.58,8.92,13.28,0.75,14.28,8.01,3.62,1.95,0.91
Max Comtois,15.452727272727,1.13,1.2,82.5,6.64,17.02,0.86,12.78,9.18,4.52,6.57,2.4
Martin Necas,17.291509433962,0.92,1.77,75.93,7.46,12.28,0.85,12.31,7.07,3.08,2.95,2.1
Josh Norris,16.468452380952,1.11,1.17,74.47,6.25,17.71,0.71,10.93,6.7,3.19,4.68,2.21
Alexandre Texier,15.839455782313,0.31,0.85,53.57,5.8,5.33,0.48,10.9,5.64,2.32,3.79,1.47
Alex Iafallo,19.887272727273,0.71,0.93,50.0,6.53,10.92,0.79,10.48,6.91,4.06,1.43,2.14
David Kampf,14.624848484848,0.07,0.82,54.55,4.62,1.61,0.48,7.46,4.7,2.31,3.21,1.04
Drake Batherson,16.47380952381,1.11,1.11,73.91,7.22,15.32,0.82,13.79,8.26,3.71,6.63,1.89
Pius Suter,16.320679012346,0.89,0.82,52.08,7.56,11.71,0.84,10.48,7.62,4.15,1.91,2.31
Eric Robinson,12.392857142857,0.69,0.86,66.67,6.48,10.67,0.65,11.84,7.09,3.37,8.13,1.38
Joel Farabee,16.018181818182,1.36,1.23,74.51,8.31,16.39,0.87,12.87,7.76,3.88,3.27,1.43
Philipp Kurashev,13.051257861635,0.69,0.69,57.14,5.64,12.31,0.57,9.02,6.51,2.95,2.6,1.56
Brady Tkachuk,18.229761904762,1.0,1.12,66.67,12.93,7.73,1.48,18.75,12.64,7.46,14.58,1.35
Isac Lundestrom,15.242682926829,0.58,0.29,50.0,4.99,11.54,0.44,8.45,5.38,2.78,1.54,1.82
Filip Zadina,16.805782312925,0.44,0.95,59.38,7.07,6.19,0.6,12.31,6.99,1.89,1.6,1.6
Jesperi Kotkaniemi,14.796726190476,0.36,1.09,58.82,6.3,5.75,0.57,11.44,7.1,2.24,6.08,1.96
Andrei Svechnikov,17.539090909091,0.93,1.68,58.33,9.14,10.2,1.07,17.91,10.26,4.54,7.09,1.12
Dominik Kahun,12.820138888889,0.88,0.59,62.5,6.73,13.04,0.68,10.92,7.41,3.32,1.27,1.17
Yegor Sharangovich,16.807407407407,1.06,0.93,68.18,7.54,14.04,0.77,14.01,7.93,2.71,1.32,1.32
Nils Hoglander,15.44255952381,0.9,0.97,64.29,8.19,11.02,0.8,13.6,8.74,3.54,1.8,1.32
Kaapo Kakko,14.347569444444,0.78,0.7,56.67,7.06,11.11,0.76,11.85,6.88,3.14,1.22,1.39
Jack Hughes,19.063095238095,0.62,1.12,54.39,7.98,7.75,0.78,14.44,8.49,3.04,0.84,0.84
Ilya Mikheyev,14.209567901235,0.55,0.78,68.0,8.37,6.54,0.84,13.53,8.84,3.99,3.83,2.19
Alexis Lafrenière,13.88244047619,0.93,0.69,65.63,5.17,17.91,0.58,8.88,5.25,2.78,3.32,0.85
Tim Stützle,15.739622641509,0.86,1.22,59.18,7.98,10.81,0.72,13.45,8.7,2.52,3.6,1.08
