,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Player,TOI/GP_x,Goals/60_x,Total Assists/60_x,IPP_x,Shots/60_x,SH%_x,ixG/60_x,iCF/60_x,iSCF/60_x,iHDCF/60_x,Hits/60_x,Shots Blocked/60_x,TOI/GP_y,Goals/60_y,Total Assists/60_y,IPP_y,Shots/60_y,SH%_y,ixG/60_y,iCF/60_y,iSCF/60_y,iHDCF/60_y,Hits/60_y,Shots Blocked/60_y,Goal_Proj,Assist_Proj,Shots_Proj,Hits_Proj,Shots_Blocked_Proj,TOI_GP_Proj
106,106,106,106,106,127,Gustav Forsling,21.217370892019,0.4,1.08,39.36,5.78,6.9,0.28,11.79,3.5,0.6,1.79,3.43,23.435772357724,0.41,0.87,40.2,6.53,6.22,0.29,12.89,3.75,0.5,2.15,3.31,0.356129125570059,1.0578549775468349,5.768661054081232,2.209473566187312,3.602116669743915,22.897883657142707
107,107,107,107,107,130,Noah Hanifin,21.307407407407,0.35,1.32,43.24,6.57,5.29,0.32,13.8,3.72,0.76,2.19,2.92,22.641769547325,0.23,1.01,42.22,5.76,3.98,0.3,12.5,3.5,0.75,2.49,4.22,0.3376526730715155,1.1131550092424465,5.682207445570199,2.52722564779904,3.9815925443427744,22.20792516256346
108,108,108,108,108,131,Rasmus Andersson,22.666463414634,0.13,1.48,36.76,4.91,2.63,0.27,9.33,2.36,0.42,2.03,4.04,24.086919831224,0.35,1.2,42.24,5.01,6.92,0.28,9.59,2.96,0.66,1.58,4.29,0.2889582411775441,1.1616974760465435,5.250028472216282,1.821731346290636,4.302788416971812,23.471473562241147
109,109,109,109,109,132,Jonas Siegenthaler,20.566666666667,0.04,0.54,22.95,3.83,1.09,0.12,7.92,2.71,0.21,4.08,4.42,20.153958333333,0.15,0.63,23.86,3.13,4.76,0.13,7.03,1.86,0.19,3.76,5.62,0.1306233324280665,0.6364055749002124,4.027859947171945,3.777145057351608,5.1408867179458655,20.04089427994715
110,110,110,110,110,133,Vince Dunn,20.677397260274,0.28,1.11,50.72,4.81,5.79,0.26,11.21,3.9,0.56,3.02,3.26,23.669341563786,0.44,1.56,45.71,4.69,9.33,0.31,10.48,3.22,0.34,3.6,2.5,0.3381024406689443,1.271038815513977,5.678318410528787,3.488835323287264,3.1071695022331305,23.098227575346943
111,111,111,111,111,135,Erik Cernak,19.152121212121,0.06,0.68,30.23,4.9,1.16,0.2,10.02,2.73,0.46,9.4,4.16,19.240238095238,0.09,0.62,28.07,3.88,2.3,0.2,7.4,2.41,0.31,9.31,4.45,0.1829138091548623,0.6593574059733116,4.393307652912494,8.771449921071682,4.4223245359206285,19.239162886563655
112,112,112,112,112,137,Brandon Carlo,19.702953586498,0.23,0.35,28.85,4.82,4.8,0.14,8.21,1.58,0.15,5.51,4.01,18.830666666667,0.13,0.55,21.62,3.99,3.19,0.24,7.39,2.63,0.59,5.44,4.93,0.1895714136168167,0.5965373957661464,4.529060195119829,5.260219558270115,4.652466008925993,18.88583326744244
113,113,113,113,113,138,Ethan Bear,16.080172413793,0.32,0.58,32.56,6.24,5.15,0.29,11.97,2.83,0.58,3.54,2.64,18.527049180328,0.16,0.69,32.0,3.98,4.0,0.2,8.23,2.12,0.53,2.07,4.35,0.2394205464038565,0.6819686548817854,4.7810441400739965,2.428280057032069,3.98362495736122,18.603348468477307
114,114,114,114,114,139,Caleb Jones,16.716993464052,0.35,0.7,40.54,4.01,8.77,0.19,7.04,2.6,0.35,5.42,4.08,19.209589041096,0.17,0.51,28.57,3.68,4.65,0.26,8.43,2.91,0.64,4.96,5.05,0.2332956769638949,0.8104750849328632,4.280914104639334,4.88719851214713,4.737080181124229,19.200092548987772
115,115,115,115,115,142,Jeremy Lauzon,17.688888888889,0.1,0.26,16.67,3.85,2.67,0.14,7.76,1.8,0.31,11.51,3.24,16.841791044776,0.16,0.48,32.43,4.09,3.9,0.2,8.61,2.45,0.37,13.29,3.99,0.1690346118180779,0.5299707665299594,4.184125729436517,12.081516337194351,3.9338180798082303,17.146152893235893
116,116,116,116,116,143,Thomas Chabot,26.19209039548,0.27,1.2,40.43,6.72,4.05,0.37,12.81,3.61,0.82,2.83,3.61,24.972303921569,0.39,1.06,34.75,5.83,6.67,0.34,12.54,3.85,0.57,2.79,4.35,0.3895478083826339,1.0984370948376652,6.135832320753616,2.85329305279286,4.227963932509944,24.25933254967925
117,117,117,117,117,145,Ivan Provorov,24.890717299578,0.27,0.67,39.24,5.19,5.29,0.23,9.83,2.84,0.52,2.26,5.25,23.022764227642,0.19,0.67,35.53,3.65,5.22,0.18,8.14,2.54,0.51,3.08,5.15,0.2185458058972192,0.6872230618716261,4.448737692865841,2.9792634445516333,5.087616211949562,22.557491262323662
