,Player,TOI_GP_Proj,Goal_Proj,Assist_Proj,Shots_Proj,Hits_Proj,Shots_Blocked_Proj,Total_Goals,Total_Assists,Total_Shots,Total_Hits,Total_Shots_Blocked,Projected Fantasy Points
24,Alex Killorn,17.244459346845836,1.0231220991046328,1.4771231509763034,6.744744177773239,2.8875446882601485,1.2887234072159302,23.52424992649256,33.96292016972759,155.079289037981,66.39219598520368,29.631117873418347,143.78707074686346
25,Jamie Benn,16.00837306008787,1.1694199564646324,1.6700312359587413,8.790896701886599,4.86706001593577,2.0131981171743747,24.960681235996734,35.64597739630288,187.63727191532897,103.88494992124936,42.970702004791846,169.1905708286389
26,Nick Bonino,16.102028643634082,0.5993039206728618,0.6698367019012101,5.723495356789333,1.4548704154144674,4.335738776437619,12.86667852922217,14.380973014094225,122.87984823563802,31.235153469039428,93.08558662601804,101.91447715521242
27,Pat Maroon,11.577595561256931,0.5760323200501849,0.7782746249905693,5.7918531337861365,10.983497384632932,0.9243148549774726,8.892092309004736,12.014065124972957,89.40764417756589,169.54998742320444,14.268458082921374,98.10477216390535
28,James van Riemsdyk,15.632078699764698,0.8435093584326848,0.9549623685875056,7.858637587645997,1.4508012265059034,1.3011720383763747,17.581072900010344,19.904062534764787,163.79578832401495,30.238718600607235,27.120031607776987,110.35484296788526
29,Logan Couture,18.6914693510166,1.000741113064597,1.4197926722509215,8.233432607968865,4.505094837734236,2.473237963973886,24.94042912419887,35.38401495756808,205.1932709940143,112.27578944391013,61.63793546851813,180.04162218257645
30,David Perron,16.872279220271068,1.1036970733410687,1.55172573124705,9.03696027687648,4.435982677750118,0.9982595940082656,24.829180261342007,34.908199747839376,203.29882279194413,99.79351780704764,22.45721947256252,165.95395028841196
31,Patrick Kane,19.0877485745451,0.9760636337599864,1.678311557095512,8.584653715763167,0.7608817922579927,0.9665880661763132,24.84114297862332,42.71358537545656,218.4822823013622,19.364693794093093,24.599986643105638,158.00761201734343
32,Evgenii Dadonov,15.137332175736244,0.7484182643352026,1.203636553630185,7.125310643352923,2.319989152845792,1.9674217375853875,15.10540783150658,24.29312844154464,143.81092541832282,46.82459526764224,39.70868849545893,112.0899963999138
33,Mikael Backlund,17.807104130827614,0.8890145928683698,1.26945412749188,8.778891330656638,3.5596816772529274,1.2869082472885347,21.107700572043168,30.140402450075765,208.4355094376301,84.51682973258929,30.554812221717057,153.2325914421462
34,Lars Eller,15.21604418037716,0.6284388904222297,0.8687194373890738,6.021679851542149,4.519112578660927,1.943920022127731,12.749805228442463,17.624631119552717,122.16819554820307,91.68402220400375,39.43836391975374,106.44688699442777
35,Steven Stamkos,18.567759984091914,1.3848144028450422,2.094387779287393,10.30457696976152,3.616441914584911,1.73806620705007,34.28386860605376,51.85078613256478,255.11054921617742,89.53230062189661,43.02932822528894,217.33656786051304
36,Josh Bailey,15.539608767770344,0.6415352904222686,1.1815098703336635,4.501425132175164,0.9793522565419784,1.7008506504354144,13.292276565173307,24.480268186992266,93.26718060188128,20.2916678833272,35.240738240232076,88.26471799869903
